Iteration,ACS_time,ACS_dist,Elitist_time,Elitist_dist,MaxMin_time,MaxMin_dist
2,0.061379432678222656,3862.7914705270555,0.06155824661254883,3904.8286003291587,0.062355756759643555,3681.292321766271
2,0.06375765800476074,3282.2290420494273,0.06272649765014648,3252.1159590352822,0.06359267234802246,3051.64830833687
2,0.06343889236450195,3421.6020610281225,0.06257343292236328,3274.044176653133,0.0627443790435791,3375.8311171084274
2,0.06182718276977539,3009.1793978726405,0.06193828582763672,3295.859371317076,0.062451839447021484,2946.918739154908
2,0.06310248374938965,3530.1062351676137,0.06375527381896973,3248.8293326494486,0.06410384178161621,3038.2008963265453
2,0.06287693977355957,3494.380191091057,0.06308460235595703,3409.0833547163247,0.06290864944458008,3200.4307095583727
2,0.0637660026550293,3485.653228918613,0.06261777877807617,3567.3095237859498,0.0626533031463623,3314.61846446666
2,0.06168699264526367,2815.073417949769,0.061853647232055664,2815.073417949769,0.06175422668457031,2808.5936245997323
2,0.0629425048828125,3205.436509150131,0.06216311454772949,3236.9703515371225,0.06352853775024414,3019.5286908475246
2,0.06378054618835449,3509.960964470829,0.06303167343139648,3641.1047890419477,0.06345272064208984,3307.594448170439
2,0.06417202949523926,3616.4364278204825,0.0635836124420166,3746.3695061484527,0.06445956230163574,3369.471445872854
2,0.061867713928222656,2909.31987373202,0.0626213550567627,2648.504163091131,0.06360197067260742,2581.9770708638043
2,0.062428951263427734,4032.308788898346,0.06271719932556152,3947.4442426898145,0.0640251636505127,3694.337221123941
2,0.06323790550231934,3208.8890518284315,0.0626366138458252,3030.7061440848656,0.06349325180053711,2885.1296157949428
2,0.061936140060424805,3142.5905849498004,0.062401771545410156,3188.8272434612295,0.0628058910369873,3036.837740600343
2,0.06341218948364258,3367.55894543129,0.0629725456237793,3273.2814596788926,0.0630190372467041,3193.617756956056
2,0.062259674072265625,2861.337633697737,0.06174468994140625,2896.1994446214767,0.062448740005493164,2776.1252695230573
3,0.1440446376800537,5057.875078077067,0.14478087425231934,4620.371071091495,0.14789080619812012,4240.8198726449
3,0.14503955841064453,4537.172704800271,0.14241814613342285,4846.194020575898,0.14621925354003906,4167.0628994669505
3,0.14476776123046875,4161.639687561917,0.14461636543273926,4282.154343426769,0.1470966339111328,3808.354961649625
3,0.1475660800933838,3503.789400463733,0.14574289321899414,3719.5979720873893,0.14819979667663574,3362.724527142056
3,0.14331459999084473,3936.6086768762475,0.14374876022338867,3985.4860368375234,0.14594483375549316,3635.963418291762
3,0.14268231391906738,3905.3826450191373,0.1425330638885498,4013.691821918766,0.14559197425842285,3394.368773436551
3,0.14428448677062988,4215.909465595864,0.14583897590637207,4322.179087784314,0.14801597595214844,3747.012970286112
3,0.1445016860961914,3885.5560508175777,0.1455855369567871,3772.1877418904187,0.1469404697418213,3317.3390284449747
3,0.14458537101745605,4815.062909179292,0.14516949653625488,4790.825037699934,0.1542062759399414,4080.7046979088573
3,0.14511966705322266,4549.489250504471,0.14494872093200684,4472.916881368655,0.14612293243408203,4053.647317136926
3,0.14577484130859375,4709.790894109435,0.1457509994506836,4464.701298760653,0.1466817855834961,3901.9636254011007
3,0.14381170272827148,4905.901919281383,0.14266514778137207,5087.071861815498,0.1454925537109375,4692.6183359020415
3,0.14261245727539062,3953.6552148476535,0.1411597728729248,4194.185421616764,0.14429545402526855,3699.812388554734
3,0.14551377296447754,4252.815983627331,0.1458437442779541,4536.373805098656,0.14983797073364258,3846.408599652076
3,0.14664840698242188,4652.916727429525,0.14435648918151855,4466.403217044115,0.14807415008544922,4400.349325166622
3,0.1461794376373291,4136.148285111623,0.14400911331176758,3967.0817469833955,0.1463472843170166,3578.2189381053954
3,0.14166688919067383,4805.214651237469,0.14192461967468262,4955.903338500378,0.14426660537719727,4130.324666928673
3,0.1441648006439209,4623.840222794235,0.14365625381469727,4036.391132959814,0.15869641304016113,3803.083429567797
3,0.14353156089782715,4292.541686813932,0.14432477951049805,4549.056090899437,0.14781427383422852,3526.01443172317
3,0.14670300483703613,4434.062833979823,0.14413785934448242,4468.124119344373,0.1470470428466797,4034.150468669149
4,0.26841187477111816,5188.583684617426,0.269775390625,5899.5446200421065,0.2722201347351074,5061.390495607006
4,0.26514148712158203,5550.958948133389,0.27057743072509766,5049.689854083147,0.2736663818359375,4672.047146309747
4,0.26793694496154785,5193.851763684374,0.2677936553955078,5147.8750356979,0.27399778366088867,4534.767496909828
4,0.2724332809448242,5971.233882374205,0.26950836181640625,5512.487235271457,0.273878812789917,5112.7367373875395
4,0.2694282531738281,5669.52453665701,0.2689974308013916,5503.461002582611,0.2739753723144531,4711.824439360098
4,0.26451873779296875,5747.1253969091995,0.26462769508361816,5487.844502224263,0.2709782123565674,4996.17222258709
4,0.2701122760772705,5483.882821298317,0.2687418460845947,5488.517469723147,0.27071428298950195,4555.381378000788
4,0.2682023048400879,5934.608891598461,0.26758408546447754,5674.313320675966,0.2729799747467041,4652.049269585739
4,0.2686953544616699,4956.20432539706,0.26670217514038086,5117.493940722559,0.2711789608001709,4542.464362697647
4,0.26819372177124023,4942.083674527162,0.2652268409729004,4642.724688631926,0.2720072269439697,4292.082127183783
4,0.27231645584106445,5624.6564383333625,0.2688171863555908,5813.962112257989,0.27617835998535156,4797.152426282448
4,0.2673008441925049,5405.350988489949,0.2717781066894531,5167.226498778336,0.27515316009521484,4589.9905026135775
4,0.27239513397216797,5643.18486246216,0.27592968940734863,5373.001970384891,0.2762937545776367,4315.590414897931
4,0.2739138603210449,5762.659949139275,0.2815272808074951,5601.443900083307,0.2758023738861084,4726.272021365255
4,0.2771179676055908,5077.454062463591,0.2701380252838135,5440.9340641118015,0.2756779193878174,4327.967514204032
4,0.26550984382629395,5162.688836297656,0.26524782180786133,5538.400025199423,0.27109289169311523,4822.204208537742
4,0.2673659324645996,5468.051609519074,0.2688784599304199,5298.755855218687,0.2741837501525879,4443.915752570239
4,0.26698875427246094,4977.251207550088,0.2698979377746582,5197.872556359193,0.2727832794189453,4451.173909609675
4,0.2672119140625,5569.7696773673415,0.265822172164917,5609.227721966123,0.2714662551879883,4633.770931405141
4,0.26723146438598633,5661.004611798798,0.2682206630706787,5128.605650538403,0.270963191986084,4586.598870981031
5,0.4421660900115967,6229.483728676355,0.445392370223999,6004.612165658271,0.45224881172180176,4744.4671318323635
5,0.4358632564544678,6281.379595094182,0.43976926803588867,6603.2909344566,0.4468371868133545,5461.569585125708
5,0.44811201095581055,5995.652918821037,0.44635629653930664,6049.332108978355,0.4518706798553467,5053.002973625377
5,0.43790507316589355,5520.562275349626,0.437868595123291,5411.823194389036,0.4513366222381592,4827.568946502981
5,0.442166805267334,5805.873395643895,0.4410717487335205,5981.006503896604,0.44730210304260254,5287.001256050266
5,0.44075489044189453,6462.36068417257,0.44219970703125,6298.373834878567,0.4501659870147705,5121.842610083963
5,0.44094395637512207,6081.0762847323085,0.44000959396362305,6806.991035573496,0.4472672939300537,5350.837208822386
5,0.44792866706848145,6513.825114743587,0.44416165351867676,6595.656086654444,0.4524044990539551,5476.137467491504
5,0.6089794635772705,5686.010093817488,0.631622314453125,5759.428510339959,0.4440429210662842,4943.348098670304
5,0.44226503372192383,5999.581931204902,0.4375624656677246,5996.533883061706,0.45093870162963867,4860.889804766846
5,0.4369618892669678,5937.829359164759,0.43750452995300293,6652.947983663586,0.45161008834838867,5686.415519950716
5,0.44193196296691895,5630.790882586568,0.4416968822479248,5577.664613906528,0.45362424850463867,4681.5692540731825
5,0.44289159774780273,6169.655573656537,0.44658827781677246,6472.519313689439,0.45560693740844727,5471.501575756776
5,0.4405331611633301,6069.401150015529,0.44549107551574707,6004.388476612054,0.4521327018737793,5219.201230583822
5,0.4417445659637451,6688.066067512788,0.44725465774536133,6735.368766272114,0.450498104095459,5352.125871092494
5,0.4431643486022949,5300.003139395661,0.44330549240112305,5882.342905643049,0.45253610610961914,5066.26195434438
5,0.45291781425476074,6163.8968358555,0.4508833885192871,6194.126047550339,0.45677852630615234,5337.9077500726125
5,0.4461798667907715,5869.205808368386,0.4417252540588379,5939.110457051831,0.4500129222869873,4777.309956923311
5,0.44060659408569336,6119.327064107448,0.4436829090118408,5887.907660024917,0.45475149154663086,5475.837040221502
5,0.4414687156677246,6728.330041187885,0.44156551361083984,6672.104983102956,0.450885534286499,5223.252302291445
6,0.6696968078613281,7690.985021152319,0.6717100143432617,7345.078425045381,0.6868607997894287,6449.209085581475
6,0.6747806072235107,6245.2985259512325,0.6710271835327148,6732.304328730509,0.6855313777923584,5663.470729257085
6,0.664935827255249,6912.989620161099,0.6609044075012207,6832.862835336676,0.6785876750946045,5878.87218168889
6,0.6734051704406738,6749.527044521154,0.6696672439575195,7001.43809103649,0.6933732032775879,5799.676279983126
6,0.7281265258789062,7125.0033972303,0.9608850479125977,7061.54656850345,0.6774168014526367,5577.398560583086
6,0.6748206615447998,7501.117106986762,0.6679768562316895,7314.657214768668,0.686823844909668,6139.710553592884
6,0.6741061210632324,7362.337583403005,0.6720278263092041,7421.791029357388,0.6916725635528564,6222.06700184414
6,0.6708271503448486,6260.992941766505,0.6717534065246582,6117.433118397977,0.6853446960449219,4910.700435750722
6,0.6762344837188721,6583.660358866202,0.6728763580322266,6711.321379854465,0.6834025382995605,5643.165624286598
6,0.6707885265350342,6770.674106458985,0.668907880783081,6995.42267275523,0.6801321506500244,5811.715106859281
6,0.6730794906616211,6658.179134337867,0.6702086925506592,6874.96579819052,0.6881611347198486,5807.429063999669
6,0.6814682483673096,7159.772377011247,0.6806108951568604,7142.677644053981,0.6857600212097168,5951.728858032063
6,0.6692678928375244,7068.1130960396495,0.6675183773040771,7378.974707941075,0.6875090599060059,5966.938547074034
6,0.6713120937347412,7064.171830847869,0.6699590682983398,6869.9696458915,0.6903977394104004,5862.829995214184
6,0.6705846786499023,6350.835205667005,0.6688382625579834,6898.5337080535055,0.6828780174255371,5758.175205221928
6,0.6712989807128906,6821.3415566011445,0.6673893928527832,6823.729135522572,0.6864352226257324,5487.005532933247
6,0.6757659912109375,7083.790380941684,0.6718180179595947,6816.387782114504,0.6911396980285645,5341.255060557968
6,0.6710646152496338,6995.561902867941,0.6786613464355469,6711.46562860044,0.6931447982788086,5518.404803800455
6,0.6702113151550293,7140.030539544469,0.6697275638580322,7247.592495252525,0.8667771816253662,5670.3404452776695
6,0.8391025066375732,6919.3180495951665,0.6772041320800781,6872.522116275481,0.6933982372283936,5546.871772335898
7,0.966815710067749,7797.459246860785,0.9631233215332031,7941.377669112711,0.9714045524597168,6419.778166213703
7,0.958017110824585,8243.383032349415,0.9551293849945068,8149.218618586957,0.9894893169403076,6174.309080340579
7,0.9564723968505859,8430.150220227133,0.951361894607544,8377.557342553315,0.9776105880737305,6505.24151495432
7,0.96974778175354,7572.183536035342,0.9718809127807617,6982.617628123562,0.9902184009552002,6417.403527887442
7,0.9608714580535889,7084.890496168407,0.9646155834197998,6968.560234748873,0.99289870262146,5747.797424621673
7,0.9726831912994385,7075.112237800334,0.9702019691467285,7565.858965014167,0.9916014671325684,6043.94916584035
7,0.9686658382415771,8041.9836519102055,0.9699828624725342,7305.165123942185,0.9818580150604248,5953.570181679257
7,0.9599566459655762,8082.667861593387,0.9695360660552979,7570.986914926445,0.9783403873443604,6327.860988182317
7,0.9964866638183594,7681.317245490674,1.058372974395752,7368.408385082531,1.2986865043640137,6092.071072108455
7,0.9618391990661621,7905.170274453071,0.9746220111846924,7655.84681836773,0.9917702674865723,6251.757201671499
7,0.9688520431518555,7772.87964682184,0.9677555561065674,7623.979910703575,0.9867978096008301,6162.474045827476
7,0.9705336093902588,7861.7016888990365,0.9529216289520264,7587.086652213852,0.9926295280456543,6009.274461620908
7,1.0151784420013428,7564.564119549018,0.9672276973724365,7438.230475686139,1.0052545070648193,6387.986911261457
7,1.0322225093841553,8494.416203783258,0.9805612564086914,8236.45528479967,0.9909310340881348,6642.061225601272
7,0.9551966190338135,8314.931016445678,0.9649250507354736,7793.02739071348,0.9775326251983643,6089.821201277187
7,0.9626495838165283,7522.21069115797,0.9978101253509521,7912.056489080573,1.2929258346557617,6112.04333580546
7,0.9605093002319336,8133.278056898485,0.9664952754974365,8558.5393663916,0.9812252521514893,6762.552951307048
7,0.96240234375,8034.272985128836,0.9625451564788818,8233.829370146346,0.9857690334320068,6001.645678252358
7,0.954195499420166,7775.772881589949,0.9544925689697266,7876.177535350068,0.9772095680236816,6119.408622481744
7,0.9665741920471191,7957.042508509871,0.9711630344390869,8055.49380286337,0.9863789081573486,6342.35275197217
8,1.3327507972717285,8716.037542365128,1.334916114807129,9212.326387093144,1.3386509418487549,7309.37105962823
8,1.3233654499053955,8624.19421879003,1.3120129108428955,8640.659475212546,1.3645122051239014,6563.584119203222
8,1.639768362045288,7863.1529665584885,1.341357946395874,8815.775301632882,1.373018503189087,6641.367050532163
8,1.3343915939331055,8560.516459270622,1.3629755973815918,8393.703645584752,1.3837213516235352,6889.990785043966
8,1.3695142269134521,8574.950306728782,1.546485185623169,8668.77007969192,1.4361608028411865,7050.211063203539
8,1.3733558654785156,8413.876077302015,1.414189338684082,8055.245989953156,1.4008638858795166,6982.172065543437
8,1.3576154708862305,8795.446967776275,1.3784139156341553,8076.68493938179,1.4209039211273193,7269.682066089301
8,1.6962804794311523,8295.985874172242,1.351769208908081,8048.9839736527165,1.3603248596191406,6149.136035266048
8,1.3419244289398193,8610.004425758418,1.3299286365509033,8611.438941329747,1.3507492542266846,6735.471309151199
8,1.3490090370178223,8822.784757938764,1.3510236740112305,9143.494509744354,1.3926377296447754,7039.477636307887
8,1.4675908088684082,8746.22788211013,1.4987571239471436,9172.058803189471,1.4038481712341309,7326.897907773755
8,1.4562618732452393,8442.153154640378,1.6106574535369873,7967.47713913963,1.4133415222167969,6765.590118997738
8,1.508857011795044,8979.346135061738,1.3539540767669678,8386.02661774289,1.4233129024505615,7011.29917691337
8,1.4046728610992432,8522.533963503334,1.3327045440673828,8279.940526050455,1.670222282409668,7366.415220285836
8,1.3365771770477295,8518.878673268013,1.3355209827423096,8227.496697960176,1.3671913146972656,6191.194182430318
8,1.406137228012085,8381.90320825106,1.342890977859497,8594.826451665467,1.3743455410003662,6817.758872802626
8,1.3157367706298828,8798.24256499785,1.3270304203033447,8558.958798852138,1.3636460304260254,7408.59862846243
8,1.335505723953247,7962.390870232623,1.3429079055786133,7929.788280789937,1.3719937801361084,6779.070324377182
8,1.3398056030273438,7975.713977519711,1.336104154586792,8300.96230831597,1.354170799255371,7259.459378413726
8,1.3357880115509033,8002.614809644233,1.664592981338501,8553.167309056877,1.3625617027282715,6656.479756632865
9,1.7242696285247803,9499.47912342547,1.7312235832214355,9688.607584625914,1.759798526763916,6858.412494741091
9,1.7408428192138672,9824.610767620477,1.7336163520812988,9905.281594851573,1.7618064880371094,7771.06789989764
9,1.7156529426574707,9133.114786413937,1.7184181213378906,9334.369473873556,1.7352807521820068,6897.42142184839
9,1.7086832523345947,9282.645428030017,1.7175726890563965,9518.736157569881,1.751265048980713,7206.288434199655
9,1.748408317565918,8747.176509215671,1.750957727432251,9092.170029338098,2.1375582218170166,7110.309592881713
9,1.704380750656128,9110.35074414325,1.7024636268615723,9354.349067520854,1.7487075328826904,7194.626742252935
9,1.7185845375061035,9279.790318173826,1.7217702865600586,9447.237772922428,1.7440688610076904,7447.1149403098725
9,1.7195701599121094,8701.821593521572,1.7112905979156494,8932.328839290885,1.752333641052246,7194.595020661542
9,1.7075800895690918,8602.91179176742,1.716634750366211,8868.488861133113,1.7464191913604736,6886.08978189528
9,1.7403967380523682,9899.403169702524,2.0717554092407227,9362.318821946852,1.7557497024536133,7306.578385030744
9,1.6965899467468262,8849.004270236821,1.7135119438171387,9042.951007458063,1.7477757930755615,7352.448791091019
9,1.7062194347381592,9164.142945913774,1.73291015625,9078.518326781294,1.7687065601348877,7888.112712617562
9,1.715517520904541,9915.928270886403,1.7040977478027344,9599.24149299498,1.7521891593933105,7792.756258018589
9,1.736638069152832,8830.364850649778,1.7348241806030273,9054.7533863647,1.752351999282837,7615.032804253285
9,2.0506181716918945,9864.426553004003,1.726210355758667,9393.916944214383,1.7633130550384521,7511.2052553355625
9,1.7380366325378418,9174.983637794845,1.7480170726776123,8931.190703343416,1.7903342247009277,6907.741428242593
9,1.7332491874694824,8891.29099681872,1.719090223312378,9122.282767285646,1.7608716487884521,7773.636041491061
9,1.7311978340148926,9055.178766360561,1.7252459526062012,9077.697417656822,1.7657208442687988,7049.86290541311
9,1.74989652633667,8746.113505493802,1.743168830871582,8774.793716051736,1.770805835723877,6959.01116113903
9,1.7709593772888184,9694.375719827302,1.7320787906646729,9535.179698662216,1.776378870010376,7749.0204517321245
10,2.2498579025268555,9985.98977602055,2.2128143310546875,9494.305349978576,2.2775025367736816,7933.387271663892
10,2.2531700134277344,9558.876654638108,2.269577980041504,10318.35226045755,2.3033573627471924,7596.858222569258
10,2.600363254547119,10202.4849088448,2.237029790878296,9872.388994815357,2.2796175479888916,7993.865104467289
10,2.2147130966186523,9331.205268372147,2.2212905883789062,9708.29954209675,2.258679151535034,7768.9499884392
10,2.221864938735962,9023.640967911826,2.278735637664795,9171.282870524492,2.2991766929626465,6614.774211724947
10,2.5802130699157715,10021.436374614183,2.2358245849609375,10276.88178470265,2.272953987121582,8132.934052767161
10,2.2215945720672607,10053.849417901203,2.231497287750244,9767.681598740828,2.251230001449585,7256.914029682191
10,2.2247188091278076,10465.851265290912,2.2750658988952637,10509.797503937936,2.3230013847351074,7596.263726586139
10,2.250539779663086,9754.338896755607,2.268869161605835,9557.20009771023,2.273214340209961,7871.314365872342
10,2.5967769622802734,10303.528171194333,2.2307183742523193,10419.654818413954,2.2957582473754883,8573.199805225453
10,2.2373602390289307,10112.470822635252,2.2190606594085693,9146.770288263377,2.2823855876922607,7484.3482283085195
10,2.2379119396209717,9075.04149030181,2.250142812728882,9149.267559620432,2.267186164855957,7489.41094656197
10,2.2350680828094482,10102.968398161227,2.2346601486206055,10152.982143977775,2.280604600906372,7528.457879653716
10,2.238978147506714,10235.063395421621,2.5993692874908447,10286.170533683025,2.282278299331665,7732.700276749
10,2.232274055480957,10854.860404072106,2.2355692386627197,10583.263149694088,2.2711384296417236,8538.931304084506
10,2.214477300643921,9778.605632493938,2.222555160522461,10385.779836374468,2.2600531578063965,8062.303959293492
10,2.2447736263275146,9969.605813722786,2.267091989517212,9594.755940336832,2.313600778579712,8120.3285631284225
10,2.2408058643341064,10339.708314897447,2.2420499324798584,9922.838337089592,2.2865028381347656,8164.229361990584
10,2.2400758266448975,9853.435074643157,2.587418794631958,9799.89392544364,2.2693614959716797,7435.547269818768
10,2.2183358669281006,9428.79388543124,2.2234151363372803,9725.986634147803,2.273402690887451,7812.171992493821
